waktu,tweets,label
2018-11-01 5:41:37,"Kotak hitam\'nya smp ""terpisah"" dr kerangka pesawat ....\xf0\x9f\x99\x8f\n#PrayForJT610",netral
2018-11-01 5:40:32,"b""Innalillahi wainna ilaihi roji'un. Doa kami, semoga mendapatkan tempat terbaik di sisiNya. Terimakasih atas jasa ",positif
2018-11-01 5:40:22,https://t.co/WhVs9W80JV\nSemoga dipermudahkan usaha murni pasukan SAR \n\n#JT610 #LionAir #prayforjt610 #Indonesian',positif
2018-11-01 5:40:06,@LionAirID @jokowi Turut berduka cita atas tragedi Lion Air JT 610. Doa terbaik bagi para korban dan keluarga. #PrayForJT610. Alfatihah',positif
2018-11-01 5:39:45,Liat komen di youtube kayak gini kok rasanya pengen nyentil otaknya. Dia beraninya cuma internet doang. Gw yakin ,negatif
2018-11-01 5:36:32,"Hayo, Kenapa pesawat bisa terbang?#PrayForJT610 #PrayForLionAir ",negatif
2018-11-01 5:32:31,Alhamdulillah..! Lokasi keberadaan Black Box (flight data recorder &amp; cockpit voice recorder) Lion Air PK-LPQ ditemukan,netral
2018-11-01 5:32:08,"Selamat jalan, kawan.\nSemoga engkau diterima di sisi-Nya.\nDan semoga yang engkau tinggalkan diberikan kelapangan ",positif
2018-11-01 5:31:00,#PrayForJT610 Petugas Basarnas menunjukkan identitas penumpang kapal pasca kecelakaan pesawat',netral
2018-11-01 5:30:12,Jangan iri dengan kenyamanan orang lain hanya karena kamu memandang dan meratapi kelelahanmu.\nJangan berhenti ,netral
2018-11-01 5:24:37,Kasian lion sudah memberikan beribu2 kebaikan eh sekalinya melakukan kesalahan langsung dimurkai.\n\n#PrayForLionAir #PrayForJT610',netral
2018-11-01 5:18:53,Sedih\n#PrayForJT610',netral
2018-11-01 5:18:38,@saididu Asyik beritanya sudah diputar kiri kanan.. ada yg mulai panasin.. #PrayForJT610 #PrayForLionAirJT610 sabar,netral
2018-11-01 5:18:04,Lion Air Manipulasi Data Gaji Pegawai Untuk Hindari Premi BPJS Ketenagakerjaan #NewFlightMalaysiaSilangit,negatif
2018-11-01 5:17:48,"#PrayForJT610 Mari berdoa sejenak, agar korban cepat ketemu dan diterima disisiNya. Amin'",positif
2018-11-01 5:16:20,So far dah 53 jenazah di temui &amp; kotak hitam setelah tiga hari operasi pencarian sudah ada signal location,netral
2018-11-01 5:15:12,pelacur udah umur 48tahun paling lakunya sama sopir atau tukang becak. #PrayForJT610',negatif
2018-11-01 5:09:26,#PrayForJT610 tapi juga #JanganLupakanEsemka \nPetugas Minta Wartawan Hapus Foto Pabrik Esemka,negatif
2018-11-01 5:05:22,"Saya sebagai pengguna pesawat terbang turut berduka cita atas kecelakaan yg menimpa pesawat Lion air JT610, semoga",positif
2018-11-01 5:04:34,Semoga korban jatuhnya pesawat PK-LQP diberi tempat sebaik-baiknya di sisi-Mu dan para shohibul musibah diberi ketenangan,positif
2018-11-01 5:01:33,21:10 WIB Salah satu penemuan siang tadi. Secarik kertas bertuliskan doa-doa.\nSemoga semuanya dalam lindungan Allah,positif
2018-11-01 4:59:55,Seberapa besarkah anda di bayar? Setiap bencana yg menimpa negri ini anda2 yg menggiring opini ke publik dan anda,positif
2018-11-01 4:57:09,Apa yang menimpah pesawat lion Air JT-610 merupakan musibah.\nSemoga keluarga yang d tngglkn menerima dengan Ikhlas,positif
2018-11-01 4:56:05,"[#PRAY FOR LION AIR JT-160 ]\n""Sesuautu yang bernyawa tidak akan mati melainkan dengan izin allah, sebagai ketetapan",positif
2018-11-01 4:54:56,#JT610\nTerakhir jadi satu sama kak mery sama kak alfiani bulan lalu. Huhuhuuu gak nyangkaa kalo korbannya ada kak,positif
2018-11-01 4:50:03,"Ini memang sekedar cocoklogi, tapi sangat mungkin terjadi.\n#PrayForJT610 ",negatif
2018-11-01 4:49:19,KAPOLRES GARUT BESERTA STAF DAN BHAYANGKARI TURUT BERDUKA CITA YANG SEDALAM DALAMNYA ATAS MUSIBAH JATUHNYA PESAWAT,positif
2018-11-01 4:48:58,Gw kebayang banker/pegawai kemenkeu kemarin yg meninggal dunia kerjanya sehectic sesibuk itu dari novel-novel ,netral
2018-11-01 4:42:58,"b""@novansimeulue yah tapi seperti itu lah realita yang terjadi di negeri kita tercinta ini romo, kita do'akan saja ",positif
2018-11-01 4:41:13,Salam takziah buat keluarga penumpang dan anak kapal\n\n#daieinaction\n#saveummah\n#4R\n#prayforjt610 ,positif
2018-11-01 4:36:29,@PartaiSocmed Apakah benar informasi ini mas? #PrayForJT610 #01ndonesiaMaju',netral
2018-11-01 4:35:47,Semoga dimudahkan proses pencarian dan evakuasinya\n.\n.\n.\n.\n#2019jokowiamin #4TahunJokowi #2019JokowiKyaiMaruf,negatif
2018-11-01 4:29:30,Semoga keluarga yang ditinggalkan diberikan ketabahan #PrayforJT610',positif
2018-11-01 4:23:10,Baru teridentifikasi 1 jenazah. Mudah mudahan semua korban ditemukan dan cepat teridentifikasi. :( #PrayForJT610',positif
2018-11-01 4:22:58,"Satu Jenazah Korban Lion Air Teridentifikasi, Ini Identitasnya via @https://twitter.com/lampung",netral
2018-11-01 4:20:02,"Innalillahi....Jannatun Cintya Dewi, PNS KESDM, jenazah pertama yang teridentifikasi. Selamat jalan kawan semoga",positif
2018-11-01 4:18:08,#PrayForJT610 tetap di beri ketabahan para ahli korban',positif
2018-11-01 4:17:59,"#PrayForJT610 #newsMPB Mangsa pertama dikenal pasti menerusi jari tangan kanan, mahasiswa Jannatun Cintya Dewi",netral
2018-11-01 4:17:39,Palestina Berduka Atas Tragedi Jatuhnya JT 610 Lion air Ucapan Duka &amp; Do\xe2\x80\x99a dari Anak\xe2\x80\x9d Palestina \n#PrayForJT610,positif
2018-11-01 4:17:08,@fsaputrar Terharu #PrayforJT610',netral
2018-11-01 4:16:32,24 jam Kami Menunggu Info : Alhamdulillah Usaha kami sore ini Terjawab .terimakasih YaRabb \n@detikcom @LionAirID,positif
2018-11-01 4:12:51,Buat jiwa yang telah tiada. Tenanglah disisi tak terlihat. Semua kehendak yang Kuasa. Semoga kami yang kau tinggal,positif
2018-11-01 4:12:22,Setiap yang bernyawa akan mati. Alfatihah #PrayForJT610',netral
2018-11-01 4:11:55,#PrayForJT610 #PrayForLionAir #PrayForLionAirJT610 #JT610 Video Detik-detik Paul Ayorbaba Saat Hendak Menaiki Lion,netral
2018-11-01 4:08:43,5. Presiden @jokowi juga sempat memberi semangat dan berkoordinasi dengan tim gabungan mengenai kondisi terkini,positif
2018-11-01 4:08:07,"Sedih banget rasanya ngeliat korban\xc2\xb2 lion air dalam kecelakaan tragis, semoga keluarga yang di tinggalkan diberi kekuatan",positif
2018-11-01 4:06:22,Semoga semua korban ditempatkan pada sisi terbaiknya dan keluarga korban dapat tabah menerima peristiwa ini #prayforjt610',positif
2018-11-01 4:03:47,Kotak hitam menjadi benda yang paling diburu ketika terjadi insiden kecelakaan pesawat. Apa teknologi di balik kota,netral
2018-11-01 4:02:43,Semoga ditempatkan di tempat yg mulia semua korbannya #PrayForJT610 #01JokowiLagi',positif
2018-11-01 4:02:18,"""Apa yg dihendaki oleh Allah pasti akan terjadi, dan apa yg tidak dihendaki oleh Allah maka akan terjadi (H.R. Abu",positif
2018-11-01 3:58:03,"Seberapa gregetnya kamu ;\n\nSekarang yang paling dicari itu black box (kotak hitam), \n\nEh ... ketemunya black goat ",negatif
2018-11-01 3:57:14,"Sedih kalo liat gini tuh, seragamnya utuh orangnya kemana? #PrayForJT610 ",netral
2018-11-01 3:50:19,"Sob, mari tundukan kepala sejenak mendoakan saudara kita yang menjadi korban kecelakaan pesawat Lion Air JT610 pada",positif
2018-11-01 3:44:16,"""Dari KRI Rigel termasuk dari geosurvei saat ini kami fokus pada satu titik itu meyakinkan bahwa apa yang kami duga",netral
2018-11-01 3:43:55,"Lagi viral status seorang wanita Kristiani asal Sulawesi, yang memiliki anugerah penglihatan dari Tuhan tentang apa",negatif
2018-11-01 3:43:40,"Kami dari fanbase Rider48 Turut berduka cita atas meninggalnya korban dari kecelakaan lion air JT 610, semoga amal",positif
2018-11-01 3:43:25,Para delegasi yang menghadiri acara Konferensi @OurOcean2018 turut berdukacita untuk keluarga korban kecelakaan pesawat,positif
2018-11-01 3:43:05,"Oleh karena itu, Hadi menyebut KRI Rigel yang mempunyai fasilitas sonar canggih sudah berada di titik tersebut.\n#PrayForJT610'",netral
2018-11-01 3:41:07,Ia juga belum bisa memastikan apakah benda yang terdeteksi itu benar badan pesawat atau bukan.\n#PrayForJT610',netral
2018-11-01 3:41:06,"Hadi mengatakan, titik tersebut masih berupa dugaan. Ia belum bisa menyampaikan titik koordinat pastinya.\n#PrayForJT610'",netral
2018-11-01 3:35:35,"Panglima TNI Marsekal Hadi Tjahjanto mengatakan, ada dugaan bahwa tubuh para korban masih terjebak di dalam bagian",netral
2018-11-01 3:29:53,5 Fakta Tentang Pencarian Korban JT 610 #okamiid #breakingnews #lionair #pesawatlionair #pesawatjatuh,netral
2018-11-01 3:27:34,Objek putih cukup besar yang diduga serpihan pesawat Lion Air #JT610 sudah ditemukan. Semoga menjadi titik terang ,netral
2018-11-01 3:15:33,"Turut berduka cita sedalam dalamnya utk keluarga korban pesawat lion air, semoga diberikan ketabahan,ketegaran dan",positif
2018-11-01 3:11:33,#PrayForJT610\n#LionAir\n#indonesiaberduka\n#basarnas\nJangan pernah menerima apapun berita yang tidak terkait tentang,netral
2018-11-01 3:01:47,"STOP!\n\nKementerian Kominfo mengimbau\xc2\xa0#SobatKom, apabila menerima informasi terkait\xc2\xa0#JT610\xc2\xa0bukan dari sumber yang",netral
2018-11-01 2:57:54,@LionAirID @jokowi Turut bela sungkawa. #PrayForJT610',positif
2018-11-01 2:52:02,"Kisah Laura Lazarus, Mantan Pramugari yang Alami Dua Kali Kecelakaan Pesawat #okamiid #breakingnews #lionair",netral
2018-11-01 2:51:22,"Teruntai do\xe2\x80\x99a yang terbaik untuk Ibu Inayah Fatwa Kurnia Dewi, istri dr Bapak Dony Wijaya (Pengarah Teknik di",positif
2018-11-01 2:45:15,https://t.co/EhhPQVnXZ6 - Lima Kesulitan Proses Evakuasi Tim Gabungan #LionAir #JT610 @SAR_NASIONAL \n#PrayForJT610 ,netral
2018-11-01 2:43:50,"Kantor KSOP Marunda menerima kunjungan &amp; mendampingi Tim media TV One, Metro TV dan KNKT melakukan wawancara dgn ",netral
2018-11-01 2:42:50,"Masih gak nyangka gimana perasaan mereka yang di dalam maskapai, mereka di udara melawan gravitasi bumi",netral
2018-11-01 2:42:17,"Andai RK bukan WANTIPRES, besar kemungkinan sudah lama LION AIR dibekukan spt adam air dan batavia air, karena banyak",negatif
2018-11-01 2:42:12,Turut berduka sedalamnya atas peristiwa jatuhnya pesawat Lion Air JT 610 diperairan Karawang pagi ini.\nPikiran,positif
2018-11-01 2:41:56,"Jangan berkata bahwa ini adalah azab, lantungkanlah saja doamu. \n\n#PrayForJT610'",positif
2018-11-01 2:40:12,"Ungkapan kasih sayang terdengar begitu indah. Berbagilah dengan orang tua, saudara, sahabat, dan sesama manusia",netral
2018-11-01 2:38:46,Tragedi Lion Air JT 610 Menjadi Kecelakaan Terparah Kedua di Indonesia #okamiid #breakingnews #lionair,netral
2018-11-01 2:17:43,Turut berduka cita atas musibah yang menimpa pesawat Lion Air JT-610.\n\nMari terus panjatkan doa terbaik untuk saudara,positif
2018-11-01 2:07:53,@NasDem kita semua mendoakan yg terbaik bagi korban dan keluarga korban #PrayForJT610',positif
2018-11-01 2:02:59,@NasDem semoga keluarga korban tabah \n#PrayForJT610',positif
2018-11-01 2:01:53,@NasDem semoga ada korban yg selamat\n#PrayForJT610',positif
2018-11-01 1:59:55,@NasDem @SAR_NASIONAL semoga dapat menemukan korban \n#PrayForJT610',positif
2018-11-01 1:58:57,"Apa cuma aku aja yg masi mantengin hastag ini buat ngeliat perkembangan korban :"""") #PrayForJT610'",netral
2018-11-01 1:31:59,@NasDem semoga amal dan ibadah korban diterima disisi-Nya\n\n#PrayForJT610',positif
2018-11-01 1:31:20,@NasDem turut berduka cita atas musibah yg terjadi #PrayForJT610',positif
2018-11-01 1:11:43,Di kampus masih banyak yg pakai pita hitam di seragamnya ternyata\nRESPECT!!,positif
2018-11-01 1:04:00,"Turut berdukacita untuk mbak @keppuccino, atas adiknya yg jadi salah satu korban jatuhnya Lion Air JT610. Semoga",positif
2018-11-01 0:40:20,"Semoga keluarga korban jatuhnya pesawat Lion Air JT610 diberikan kesabaran, ketabahan dan keikhlasan, Amin.#LionAirJT610 #PrayForJT610'",positif
2018-11-01 0:20:20,semua udah diperhitungkan sama insinyur... tapi semua kembali ke takdir... #PrayForJT610 ,netral
2018-10-31 23:51:16,Mudah2an itu benar black box pesawat Lion Air JT610 yg diketemukan jadi Kita bisa tahu apa penyebab jatuhnya pesawat,netral
2018-10-31 23:48:09,#Prayforlionair . Turut berbelasungkawa atas jatuhnya pesawat Lion Air #JT610 tujuan Jakarta - Pangkal Pinang. ,positif
2018-10-31 23:45:11,Pihak keluarga minta media ga tll mengeskpos berulang2 semua benda yg tertinggal dr korban #JT610 terutama KTP ato,netral
2018-10-31 23:19:55,"Kehidupan memang bukan kita yang mempunyai, kita hanya sebagai penikmat kehidupan.\n\nSemoga diberi ketabahan untuk",positif
2018-10-31 23:08:16,Tragedi #LionAircrash #JT610 mengingatkan kepada nahas udara #MH17 hampir empat tahun lalu.. Ambil masa lama untuk,netral
2018-10-31 23:00:23,Keluarga penumpang Lion Air JT610 bisa mendapatkan informasi terkait manives dan perkembangan terkini di Posko ,netral
2018-10-31 22:45:37,Angkasa Pura II menyediakan Posko Terpadu di Terminal I B Bandara Soekarno-Hatta. #PrayForJT610',netral
2018-10-31 22:05:14,"Penyelam-penyelam diturunkan untuk mencari back box pesawat yang jatuh di perairan Karawang, Jawa Barat. #PrayForJT610'",netral
2018-10-31 21:38:25,semoga saudara2 kita yang tertimpa musibah segera ditemukan jenazahnya dan untuk keluarga yang ditinggalkan diberi,positif
2018-10-31 21:37:26,"Lokasi jatuhnya pesawat sudah ditemukan, di perairan Karawang, Jawa Barat. Mari kita doakan semoga proses evakuasi",netral
2018-10-31 21:36:33,Turut berduka cita yang sedalam-dalamnya atas tragedi jatuhnya pesawat Lion Air JT160. Doa terbaik untuk para korban,positif
2018-10-31 21:24:47,"Siapapun anda, jika bukan bagian dari Tim Emergency Respond..mohon untuk tidak menyebarkan info apapun terkait Beri",netral
2018-10-31 21:23:34,Segenap keluarga besar KML Food turut berduka cita sedalam-dalamnya atas musibah jatuhnya Lion Air JT-610. \n\nSemoga,positif
2018-10-31 21:22:26,Tubuh Pesawat Lion Air JT 610 Diyakini Telah Ditemukan #LionAir #lionairJT610 #LionJT610,netral
2018-10-31 21:20:45,"[Konten https://t.co/527SUVGthv] \n\nPresiden @jokowi di posko evakuasi Tanjung Priok : Lebih 30 kapal, helikopter",netral
2018-10-31 21:19:31,[VIDEO] Tanggapan Wakil Ketua DPR RI Agus Hermanto Terhadap Musibah Kecelakaan Jatuhnya Pesawat Lion Air JT-610,netral
2018-10-31 19:00:54,Bodi Pesawat Lion Air yang Jatuh di Perairan Karawang Mulai Terdeteksi #okamiid #breakingnews #lionair,netral
2018-10-31 18:54:19,Presiden Jokowi hadir di tengah2 rakyatnya yg sedang tertimpa musibah #01IndonesiaMaju #PrayForJT610,positif
2018-10-31 18:10:44,Masih sangat berharap semoga para penumpang dan awak pesawat diberi keselamatan. \nKalau pun Allah berkehendak lain,positif
2018-10-31 18:05:08,Semoga keluarga yang dtinggalkan diberikan ketabahan dan kekuatan. Al-fatihah.. #PrayForJT610',positif
2018-10-31 18:04:55,Tahukah good people buah apa saja yang memiliki kalori rendah ?\n\n@blogdokter \n@KemenkesRI ,negatif
2018-10-31 18:04:44,"Segenap Redaksi Radio Pelita Kasih Jakarta, turut berduka cita atas musibah jatuhnya Pesawat Lion Air JT-610. Doa ",positif
2018-10-31 18:04:34,Puninar Logistics turut berbela sungkawa atas kecelakaan yang dialami Lion Air JT610 rute Jakarta-Pangkal Pinang. ,positif
2018-10-31 18:04:24,@jokowi Semoga memberikan kekuatan dan keikhlasan bagi para keluarga korban Lion Air JT-610. #PrayForJT610',positif
2018-10-31 18:01:47,Presiden @jokowi duduk di tengah sejumlah keluarga korban : saya menyampaikan,positif
2018-10-31 17:56:57,@Hary_Tanoe #PrayForJT610 #PrayForLionAir #PrayForLionAirJT610 Turut berduka cita sedalam-dalamnya,positif
2018-10-31 17:56:30,Basarnas Tak Temui Kendala Cari Black Box Lion Air #lionair #PrayForJT610 ,netral
2018-10-31 17:54:58,Panglima TNI mengatakan bahwa Tim telah menemukan titik terang dg mendeteksi objek yg diduga kuat adalah body Lion,netral
2018-10-31 17:50:15,"Jangan percaya dengan berita-berita hoax yah,,,\n#JT160 #jt601 #JT610lionair #LionAir #PrayForLionAir #PrayForJT610",netral
2018-10-31 17:49:48,Setiap musibah dan bencana akan selalu meninggalkan duka yang mendalam. Semoga mereka yang telah pergi mendapat tem,positif
2018-10-31 17:46:12,[Konten https://t.co/527SUVoSpX] \n\nPresiden @jokowi : bekerja 24 jam dan all out mengerahkan segala daya upaya dlm,positif
2018-10-31 17:42:23,@BBCIndonesia Pemecatan tidak akan bisa mengembalikan mereka pak. Lebih baik tanggung jawab kedepannya untuk keluar,netral
2018-10-31 17:14:10,Pelindo II Kerahkan 2 Kapal Untuk Bantu Cari Korban Lion Air - https://t.co/YhIPVwTxIc\nPT Pelindo turut membantu ,positif
2018-10-31 17:10:43,Selamat Siang #temankiwoom Chapter : Sambut Hari Baru #YukNabungSaham #kiwoomID #inklusikeuanganuntukkitasemua,negatif
2018-10-31 17:03:21,Presiden @jokowi melihat langsung serpihan pesawat yang berhasil ditemukan tim SAR gabungan #PrayForJT610,positif
2018-10-31 16:56:28,#PrayForJT610 semoga korban segera di temukan dan di identifikasi. Untuk keluarga korban #LionAir flight #JT610 s,positif
2018-10-31 16:28:20,Ia duduk sejajar dengan warganya. Ia seorang ayah yang menenangkan anaknya yang berduka. Ia Presiden yang hadir saat,positif
2018-10-31 16:19:58,Holisticare EsterC dan Indocare Group menyatakan turut berduka cita sedalam-dalamnya atas kecelakaan penerbangan JT610,positif
2018-10-31 16:13:59,"Turut berduka cita atas kecelakaan yang menimpa pesawat Lion Air JT-610, Semoga seluruh korban mendapat tempat terbaik",positif
2018-10-31 16:10:53,"Presiden Joko Widodo pada Selasa sore, 30 Oktober 2018, bertolak menuju posko evakuasi musibah Lion Air JT-610 di ",netral
2018-10-31 16:04:40,PREDIKSI BOLA HARI INI TANGGAL 31 OKTOBER - 1 NOVEMBER 2018 #serbaqq #hobicasino #LionAir,negatif
2018-10-31 16:04:40,"Mari kita jaga perdamaian ini, jangan mau diadu domba oleh kelompok mereka yang tidak seberapa itu @Banser_CyberNU",netral
2018-10-31 16:04:12,Afgan Nyanyikan Lagu untuk Korban Lion Air JT 610 @Supirpete2\n@Agakarebaa\n@infoMKS_,netral
2018-10-31 16:00:38,Panglima TNI Marsekal Hadi Tjahjanto mengatakan Basarnas telah menemukan titik yang diduga kuat badan pesawat Lion,netral
2018-10-31 15:46:57,"@TMCPoldaMetro Sprti ini misalnya, hukum harus tegas. Satu, Dua x boleh lah melanggar, yg ketiga sangsinya harus",netral
2018-10-31 15:38:15,"Daritadi nonton tv yang diliat berita Lion Air, pilu rasanya setiap ada berita kecelakaan pesawat terbang, ikutan",netral
2018-10-31 15:30:54,"Aku jadi Takut naik pesawat. Teruntuk Lion Air, Buatlah Aku tidak takut lagi untuk menumpangi pesawat manapun. ",netral
2018-10-31 15:28:28,"Doakan Korban Jatuhnya Pesawat Lion Air, Polresta Surakarta Gelar Salat Gaib @humasrestaska #lionair #PrayForJT610 ",positif
2018-10-31 15:22:50,Berharap ada titik cerah dari SAR yg dilakukan @SAR_NASIONAL hari ini.\n#PrayForJT610 &amp; @kemenhub151 harus bisa ,netral
2018-10-31 15:15:31,BASARNAS juga gunakan robot selam untuk pencarian korban #PrayforJT610',netral
2018-10-31 15:15:12,"Manusia tiada yang sempurna.\n\nMelakukan kesilapan bukan satu kesilapan, tetapi mengulangi kesilapan yang sama itulah",netral
2018-10-31 15:12:43,"Tidak bersuara Hooligan, Ultras, Casual dan sebagainya. Tapi ini bukti cinta nyata Terhadap Timnas Indonesia salut",negatif
2018-10-31 15:10:22,"Semoga Allah mudahkan urusan balik semenanjung, AllahuAmiin! \xe2\x9c\xa8 #PrayForJT610",positif
2018-10-31 15:08:43,#PrayForJT610 ... Kami turut prihatin atas musibah yang terjadi di dunia penerbangan indonesia... semoga tidak ada lagi kejadian serupa',positif
2018-10-31 15:07:03,Lagi mikir pulkam mau naik apa\n\n#PrayForJT610',netral
2018-10-31 15:05:53,Sanksi tentu wajib kalau Lion Air ada kelalaian. Tapi yang terpenting adalah bagaimana supaya peristiwa ini tak,netral
2018-10-31 15:03:51,Ini 4 Informasi Hoax Terkait Jatuhnya Pesawat Lion Air JT610 di Karawang #okamiid #breakingnews #lionair,netral
2018-10-31 15:01:18,Bupati Klaten @YaniSunarno\nmenjenguk keluarga korban jatuhnya pesawat Lion Air JT-610 atas nama Bapak Wahyu Susilo,netral
2018-10-31 15:00:09,Sudah dua hari #PrayForJT610',netral
2018-10-31 14:50:00,Kami juga sesalkan penyebaran hoax yang terjadi soal musibah ini. Saatnya kita belajar berhenti menyebar hoax soal,positif
2018-10-31 14:49:28,"@AkunTofa ketemu beginian, jejak digital memang teramat pedih om. #HoaxVirusPemecahBangsa",netral
2018-10-31 14:41:47,"@NasDem Turut berduka, duka keluarga korban jadi duka seluruh rakyat Indonesia juga #PrayForJT610'",positif
2018-10-31 14:39:12,Kapolda Jabar Pimpin Evakuasi korban jatuhnya pesawat Lion Air JT-610\n\n#PrayForJT610,netral
2018-10-31 14:31:58,Kecelakaan pesawat #LionAir #JT610 dan maskapai penerbangan murah cukup sering mengalami kecelakaan. Namun benarkah,netral
2018-10-31 14:22:24,Turut berduka cita atas jatuhnya JT610 semoga keluarga yg dtingglkan dberi kesabaran amin\n#PrayForJT610',positif
2018-10-31 14:10:28,Pesawat JT-610 yang jatuh mempunyai Certificate of registration issued 15/08/2018 expired 14/08/2021. \n#PrayForJT610',netral
2018-10-31 14:10:19,Semoga semua korban jatuhnya pesawat JT-160 dapat ditemukan.\n#PrayForJT610',positif
2018-10-31 14:09:14,Tim penyelam juga dikerahkan untuk menyelamatkan 189 penumpang dan kru pesawat JT-610 yang jatuh di perairan Karawang. \n#PrayForJT610',positif
2018-10-31 14:09:14,Basarnas mengerahkan beberapa helikopter untuk mencari korban jatuhnya pesawat JT-610 di perairan dengan kedalaman,netral
2018-10-31 14:08:04,Musibah jatuhnya pesawat Lion Air JT-610 adalah ujian bersama kita sebagai manusia.\n#PrayForJT610',netral
2018-10-31 13:59:11,"Ternyata pak Kapolda Jabar bersama Kakor Brimob, DirPolair Baharkam Polri dan Kasdam III/ Siliwangi terjun langsung",netral
2018-10-31 13:55:06,Berdoa dan berharap yang terbaik untuk korban jatuhnya pesawat Lion Air JT-610.\n#PrayForJT610',positif
2018-10-31 13:53:22,"Baru 2 Minggu Menikah, Pasangan Ini Harus Dipisahkan Selamanya Karena tragedi JT 610 #okamiid #breakingnews",netral
2018-10-31 13:40:04,Ini 3 Hoaks Terkait Kecelakaan Lion Air JT 610\n\nklik#JT610 #PrayForJT610 #PrayForLionAir',netral
2018-10-31 13:35:31,Presiden Jokowi Langsung temui Korban Kecelakaan Lion Air JT 610\n#Jokowi2Periode #2019TetapJokowi #PrayForJT610,netral
2018-10-31 13:35:06,"Teman2 Siber Nusantara dan Jejaring Relawan 105. Hari ini dilarang tweet tentang kampanye, jika mau tweet berisi",netral
2018-10-31 13:34:52,"Rakor Evaluasi dan Sinkronisasi Bantuan Keuangan Kab/Kota Se-Provinsi Banten TA. 2018, Aula Rapat Biro Administrasi",negatif
2018-10-31 13:34:37,Semoga Allah selalu Melindungi kami..Aamiin\n#prayforlionairjt610 \n#PrayForJT610 \n#PrayForLionAir \n#praypalu,netral
2018-10-31 13:34:19,"Senin, 29 Oktober 2018, duka menyelimuti langit Karawang, Jawa Barat. Pesawat Lion Air JT610 rute Jakarta-Pangkalpinang",netral
2018-10-31 13:33:54,"Dari beberapa tragedi kecelakaan pesawat, pasti selalu ada beberapa calon penumpang yang selamat dari maut. Mereka",netral
2018-10-31 13:27:08,Tak kenal menyerah tim penyelam terus melanjutkan pencarian korban jatuhnya pesawat lion air JT 610\n#PrayForJT610,netral
2018-10-31 13:22:03,"Doa doa dan doa, itulah yang paling penting untuk saat ini, agar semuanya dimudahkan, dan diberikan kelancaran",positif
2018-10-31 13:18:38,Mari sejenak kita tundukan kepala seraya berdoa untuk proses evakuasi korban musibah jatuhnya Pesawat Lion Air JT610,positif
2018-10-31 13:16:21,"20 Staf ibu Sri Mulyani menjadi korban jatuhnya Pesawat Lion Air JT610 Turut Berduka Cita, Semoga Semua korban",netral
2018-10-31 12:54:47,Yang perlu dibenahi adalah manajemen keselamatan penumpang untuk ditingkatkan lagi atau diperketat. #PrayForJT610',netral
2018-10-31 12:26:45,@INTANyk94 Y bukan meledak tp badan pesawat hancur krn hamtan permukaan laut\nDan.mungkin hantam dasar laut.kasihan\n#PrayForJT610',netral
2018-10-31 12:21:41,Tips menghindari dari bala musibah adalah banyak2 sedekah insya ALLAH di hindarkan dari segala musibah tp kalo masih,netral
2018-10-31 12:20:40,VIDEO: Detik-Detik Proses Pemindahan Korban Lion Air JT 610 Dari Kapal KN SAR Basudewa Ke Posko JICT #PrayForJT610,netral
2018-10-31 12:17:33,Senin(29/10/2018)Pesawat Lion Air JT 610 dengan rute Jakarta-Pangkal Pinang terjatuh sesaat setelah lepas landas.,netral
2018-10-31 12:13:53,"Babel Aditia Warman SH,MH didmpingi para Asisten mngunjungi rumah kediaman Sastiarta (Staf TU Kjti ",positif
2018-10-31 12:13:27,Selamat Jalan Sahabatku Dolar SE\nKetua DPC PKB Kab. Bangka\nAnggota DPRD Prov. Bangka Belitung,positif
2018-10-31 12:13:11,"Jangan berharap boneka bisa sedih, karena dia tidak punya hati dan rasa. #PrayForJT610 #PrayForPalu #PrayForLombok #2019GantiPresiden'",netral
2018-10-31 12:12:01,"Tragedi datang silih berganti, ribuan nyawa melayang, Jokowi masih bisa cengengesan. #PrayForJT610 #PrayForPalu",negatif
2018-10-31 12:10:04,Kadang diam itu perlu. Tp katanya dengan diam kl dipendam terlalu lama bisa jd sumber panyakit.\n\n#2019GantiLawakan,negatif
2018-10-31 12:09:32,Semoga semuanya segera ditemukan #LionAir #PrayForJT610',positif
2018-10-31 12:08:24,"Menjenguk keluarga korban jatuhnya pesawat Lion Air JT-610 (Bp. Wahyu Susilo), di Ds. Palar Kec. Trucuk",positif
2018-10-31 12:04:56,Segenap staf BLUESKY Premier Lounge Balikpapan turut berduka cita atas kecelakaan yang dialami pesawat Lion Air pada,positif
2018-10-31 12:04:08,PKPIM mendoakan agar keluarga-keluarga mangsa Tragedi #JT610 diberikan ketenangan dan dipermudahkan segala urusan,positif
2018-10-31 12:01:49,Segenap Civitas Akademika STPI turut berduka cita yang sedalam-dalamnya atas jatuhnya pesawat #LionAir #jt610,positif
2018-10-31 12:01:47,"@kotakband_ Mudah""an pencarian korban berjalan lancar &amp; diberi kemudahan dalam bertugas. #PrayForJT610 #LionAir'",[psotof
2018-10-31 11:57:19,Kudu kuat \n\n#PrayForJT610',netral
2018-10-31 11:54:12,"Terlepas dr musibah #JT610, pelayanan #LionAir sdh wajib utk berbenah diri dlm operasional (pelayanan&amp;teknis)",netral
2018-10-31 11:50:44,Turut berduka cita sedalam-dalamnya atas musibah jatuhnya pesawat Lion Air JT-610 #LionAirJT610\nSemoga keluarga yang,positif
